PartitionKey,RowKey,ExternalId,ExternalId@type,ConnectorId,ConnectorId@type,TwinId,TwinId@type,NuvoloId,NuvoloId@type,Code,Code@type,GeometryViewerId,GeometryViewerId@type,Unit,Unit@type
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-7050AV226,7050AV226,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-7050AV254,7050AV254,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70622AO0,70622AO0,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70622AV202,70622AV202,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70622AV203,70622AV203,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70622AV204,70622AV204,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70622AV207,70622AV207,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70622AV217,70622AV217,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AI99,70709AI99,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AO0,70709AO0,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV202,70709AV202,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV203,70709AV203,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV204,70709AV204,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV207,70709AV207,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV214,70709AV214,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV215,70709AV215,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV217,70709AV217,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV221,70709AV221,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV222,70709AV222,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV223,70709AV223,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV41,70709AV41,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV55,70709AV55,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709AV57,70709AV57,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709BV6,70709BV6,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709MV12,70709MV12,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709MV25,70709MV25,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709MV35,70709MV35,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70709MV521,70709MV521,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AI99,70916AI99,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AO0,70916AO0,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV202,70916AV202,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV203,70916AV203,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV204,70916AV204,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV207,70916AV207,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV214,70916AV214,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV215,70916AV215,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV217,70916AV217,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV221,70916AV221,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV222,70916AV222,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV223,70916AV223,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV41,70916AV41,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV55,70916AV55,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916AV57,70916AV57,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916BV6,70916BV6,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916MV12,70916MV12,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916MV25,70916MV25,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916MV35,70916MV35,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-70916MV521,70916MV521,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AI99,71009AI99,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AO0,71009AO0,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV202,71009AV202,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV203,71009AV203,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV204,71009AV204,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV207,71009AV207,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV214,71009AV214,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV215,71009AV215,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV217,71009AV217,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV221,71009AV221,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV222,71009AV222,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV223,71009AV223,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV41,71009AV41,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV55,71009AV55,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009AV57,71009AV57,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009BV6,71009BV6,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009MV12,71009MV12,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009MV25,71009MV25,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009MV35,71009MV35,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71009MV521,71009MV521,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AI99,71110AI99,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AO0,71110AO0,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV202,71110AV202,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV203,71110AV203,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV204,71110AV204,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV207,71110AV207,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV214,71110AV214,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV215,71110AV215,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV217,71110AV217,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV221,71110AV221,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV222,71110AV222,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV223,71110AV223,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV41,71110AV41,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV55,71110AV55,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
devtest,4a94625b-f8b6-4c35-bf3f-d62cd68c7224-71110AV57,71110AV57,String,4a94625b-f8b6-4c35-bf3f-d62cd68c7224,Guid,SPC12f452gs7232353,String,LOC12345,String,Room 23,String,d4a5a3fe-edb8-4366-862e-2cf7fc6d5def,String,pp1,String
